MouseID,DYRK1A_N,ITSN1_N,BDNF_N,NR1_N,NR2A_N,pAKT_N,pBRAF_N,pCAMKII_N,pCREB_N,pELK_N,pERK_N,pJNK_N,PKCA_N,pMEK_N,pNR1_N,pNR2A_N,pNR2B_N,pPKCAB_N,pRSK_N,AKT_N,BRAF_N,CAMKII_N,CREB_N,ELK_N,ERK_N,GSK3B_N,JNK_N,MEK_N,TRKA_N,RSK_N,APP_N,Bcatenin_N,SOD1_N,MTOR_N,P38_N,pMTOR_N,DSCR1_N,AMPKA_N,NR2B_N,pNUMB_N,RAPTOR_N,TIAM1_N,pP70S6_N,NUMB_N,P70S6_N,pGSK3B_N,pPKCG_N,CDK5_N,S6_N,ADARB1_N,AcetylH3K9_N,RRP1_N,BAX_N,ARC_N,ERBB4_N,nNOS_N,Tau_N,GFAP_N,GluR3_N,GluR4_N,IL1B_N,P3525_N,pCASP9_N,PSD95_N,SNCA_N,Ubiquitin_N,pGSK3B_Tyr216_N,SHH_N,BAD_N,BCL2_N,pS6_N,pCFOS_N,SYP_N,H3AcK18_N,EGR1_N,H3MeK4_N,CaNA_N,Genotype
50810D_13,0.358602151,0.518100358,0.249283154,2.041935484,2.937992832,0.18655914,0.149283154,2.0390681,0.163978495,1.113799283,0.448207885,0.262544803,0.328673835,0.223655914,0.737455197,0.437634409,1.276702509,1.918458781,0.501433692,0.600896057,0.300179211,0.305913978,0.151075269,0.851612903,1.88046595,1.078853047,0.198207885,0.218100358,0.526702509,0.14390681,0.308422939,1.6609319,0.260752688,0.402867384,0.360752688,0.66953405,0.486738351,0.321863799,0.511290323,0.408243728,0.298924731,0.365412186,0.40609319,0.165538535,0.85761786,0.183826149,2.086094288,0.245220283,0.434390215,0.942287139,0.115900724,0.166013538,0.181213633,0.099750623,0.133713336,0.149032181,0.144282152,0.118988244,0.228595179,0.121007006,0.450777817,0.258995369,1.408502553,1.956537228,0.15675098,1.060681629,0.894074338,0.196057475,0.137750861,0.114831968,0.099750623,0.123500772,0.379764874,0.132050825,0.170882318,0.150575941,1.510628191,Control
50810D_14,0.33010045,0.504156564,0.260824385,1.960339453,2.795981988,0.198995497,0.147904399,2.130585383,0.160200901,1.093869068,0.481815033,0.220990648,0.318150329,0.205749913,0.704364392,0.430031174,1.210772428,1.771908556,0.501731902,0.545549013,0.266539661,0.283339106,0.147558019,0.818323519,1.831312781,1.104260478,0.193107032,0.205576723,0.509525459,0.136993419,0.327848978,1.582958088,0.248008313,0.397817804,0.402667129,0.643228265,0.452545895,0.333910634,0.498787669,0.358676827,0.280914444,0.351922411,0.375649463,0.173367138,0.869371001,0.180852348,2.125437643,0.272727273,0.441265242,0.982252807,0.116986599,0.172039116,0.179162139,0.094893155,0.140166606,0.148979838,0.147772546,0.121815767,0.236146324,0.13050827,0.445852952,0.262706749,1.422431486,1.975250513,0.138476397,1.032476156,0.903778824,0.220813715,0.138838585,0.115779307,0.094893155,0.131111916,0.348424484,0.141977544,0.201497042,0.171676929,1.56899674,Control
50810D_15,0.330531732,0.47838765,0.246312178,2.004116638,2.654545455,0.17186964,0.145283019,1.894682676,0.160205832,1.028987993,0.415437393,0.222813036,0.297255575,0.209948542,0.690394511,0.428816467,1.203602058,1.839279588,0.469468268,0.569639794,0.28542024,0.276843911,0.146312178,0.873413379,1.805831904,1.062435678,0.191080617,0.209605489,0.513722127,0.132418525,0.305660377,1.549056604,0.230360206,0.386277873,0.400857633,0.632761578,0.440480274,0.327787307,0.468096055,0.333790738,0.268267581,0.350600343,0.366380789,0.175493773,0.915712668,0.180022644,2.149955969,0.275883759,0.442193987,0.986539187,0.12466977,0.170461693,0.184677318,0.1012706,0.131840483,0.142659454,0.147943138,0.132343691,0.235375519,0.118002264,0.444081016,0.261919738,1.468738206,1.964272236,0.136243553,1.034469745,0.871430369,0.217637439,0.148446345,0.119763492,0.1012706,0.136872563,0.395898855,0.123914958,0.184677318,0.22405334,1.571392628,Control
50810F_1,0.527894003,0.634588563,0.335251046,2.356171548,5.059100418,0.250174338,0.203103208,3.761157601,0.234658298,1.543410042,0.804567643,0.331066946,0.324790795,0.306136681,0.82653417,0.794979079,1.730648536,1.555962343,0.457810321,0.772838215,0.469839609,0.435843794,0.201359833,1.222105997,2.966875872,1.103730823,0.276324965,0.285913529,0.738493724,0.198396095,0.40027894,2.318514644,0.340481172,0.374128312,0.284518828,0.758891213,0.593096234,0.412656904,0.515167364,0.481520223,0.335076709,0.418584379,0.218793584,0.201832208,0.841080039,0.167791707,0.886788814,0.312729026,0.669527483,0.979074253,0.115429122,0.169816779,0.188813886,0.109836066,0.135969142,0.150626808,0.146480231,0.129604629,0.191321119,0.108871745,0.343297975,0.220443587,1.162777242,2.090356798,0.13972999,0.972999036,0.597782064,0.181388621,NA,NA,0.109836066,0.092864031,0.299903568,NA,NA,NA,1.412825458,Control
50810F_2,0.566171389,0.634761576,0.34122322,2.321181755,5.121458189,0.244298549,0.192639945,3.768140981,0.234968901,1.485832757,0.797857636,0.331720802,0.297684865,0.306841742,0.843642018,0.776779544,1.732550104,1.534899793,0.461472011,0.809087768,0.49308915,0.428645473,0.188320663,1.149965446,3.00414651,1.104008293,0.27902557,0.308914997,0.726330339,0.195404285,0.402038701,2.333448514,0.333102972,0.382861092,0.280753283,0.753628196,0.599861783,0.408258466,0.516931583,0.465272979,0.315134762,0.403939185,0.215272979,0.203711015,0.880477694,0.173410975,0.882649033,0.323628109,0.67745756,0.970983024,0.115870509,0.181602842,0.190584287,0.11547572,0.13837347,0.151894986,0.151204106,0.132352941,0.188511646,0.111725227,0.367153573,0.227200947,1.196210028,2.153079353,0.146170549,0.987070667,0.628701145,0.189103829,NA,NA,0.11547572,0.092479274,0.28908409,NA,NA,NA,1.530694828,Control
50810F_3,0.507564168,0.61227265,0.326874044,2.295597484,4.876593575,0.246642869,0.21145674,3.731769505,0.234404216,1.533061363,0.769335373,0.322794493,0.291007989,0.307666157,0.840557539,0.761176271,1.643889172,1.509094,0.450790413,0.751487336,0.463029067,0.438041815,0.197518273,1.142614312,2.90209077,1.057793643,0.270100289,0.301886792,0.721570627,0.204657488,0.384837668,2.220295767,0.327553969,0.39163692,0.285228625,0.749617542,0.584735679,0.397416284,0.500254972,0.46472888,0.306476288,0.398096209,0.205847357,0.20682112,0.869841901,0.176394551,0.913990256,0.328030228,0.684995526,0.872029432,0.111961818,0.191110669,0.18375261,0.118424978,0.13572636,0.152331709,0.164860296,0.123297206,0.200258526,0.111961818,0.385701501,0.221040072,1.208412051,2.192999901,0.150541911,0.97136323,0.636770409,0.18434921,NA,NA,0.118424978,0.093765536,0.258625833,NA,NA,NA,1.521328428,Control
50810F_4,0.492403315,0.658379374,0.3393186,2.446823204,4.613029466,0.27325046,0.218692449,4.184162063,0.261279926,1.540285451,0.735957643,0.355432781,0.336095764,0.330801105,0.859576427,0.811003683,1.72053407,1.505294659,0.494475138,0.752762431,0.495626151,0.467311234,0.223526703,1.091620626,2.832412523,1.113259669,0.301335175,0.323434622,0.766804788,0.247007366,0.408379374,2.271178637,0.362799263,0.41781768,0.330570902,0.770027624,0.634208103,0.435543278,0.57320442,0.491712707,0.352900552,0.460635359,0.252071823,0.194683639,0.826906277,0.180207163,0.940346936,0.304879571,0.621739673,0.908149257,0.107325596,0.181455135,0.183327093,0.108074379,0.137776114,0.145263946,0.152502184,0.128166729,0.192686884,0.108323974,0.35579683,0.229127668,1.157618869,2.039810308,0.144265568,1.115063023,0.611381505,0.17546487,NA,NA,0.108074379,0.111443904,0.295769375,NA,NA,NA,1.452389866,Control
50810F_5,0.487711387,0.610146561,0.342953777,2.398647125,4.66854566,0.273055242,0.206538895,4.057722661,0.253213078,1.514092446,0.708455468,0.364825254,0.315219842,0.356257046,0.819391206,0.799549042,1.729650507,1.520631342,0.478015784,0.729425028,0.481397971,0.491093574,0.216234498,1.082074408,2.840586246,1.091319053,0.286358512,0.288162345,0.755580609,0.217136415,0.402931229,2.252987599,0.33957159,0.395941375,0.324464487,0.774520857,0.604058625,0.393686584,0.563472379,0.484780158,0.33167982,0.407666291,0.227508455,0.197986577,0.850929272,0.192307692,0.980769231,0.313887455,0.643520909,0.910428498,0.112028911,0.189726381,0.192436758,0.113835829,0.139390811,0.13590604,0.152297367,0.140036138,0.199406298,0.110996386,0.368998451,0.23864223,1.220831182,2.077181208,0.145973154,1.033815178,0.638874548,0.183789365,NA,NA,0.113835829,0.098477026,0.345250387,NA,NA,NA,1.49535364,Control
50810F_6,0.454247652,0.616073378,0.334570867,2.295697751,4.393972483,0.257261411,0.20484822,3.968333697,0.249181044,1.447259227,0.686831186,0.336536362,0.294824197,0.311858484,0.816772221,0.759991264,1.713692946,1.499890806,0.462546408,0.714348111,0.461891243,0.471937104,0.210089539,1.027298537,2.671980782,1.10111378,0.273203756,0.279755405,0.72985368,0.21249181,0.386110504,2.146756934,0.3264905,0.420615855,0.329329548,0.751037344,0.601222974,0.395501201,0.523476742,0.451626993,0.316663027,0.3917886,0.242192618,0.196965834,0.871111678,0.181540031,0.948623151,0.31527282,0.638449771,0.819862315,0.103008669,0.17618562,0.178352881,0.110530342,0.141381948,0.144314125,0.151835798,0.126338603,0.190973993,0.107215706,0.391509434,0.238398776,1.24872514,2.128378378,0.14354921,1.167261601,0.655660377,0.18345232,NA,NA,0.110530342,0.103136155,0.331336053,NA,NA,NA,1.472335543,Control
50810F_7,0.403750689,0.556811914,0.313292885,2.23248759,4.168781026,0.270546056,0.195532267,3.89547711,0.251792609,1.536679537,0.645890789,0.361003861,0.331770546,0.340319912,0.806674021,0.685052399,1.522062879,1.251241037,0.474076117,0.688086045,0.477937121,0.464147821,0.196359625,0.982901269,2.560672918,1.040540541,0.28819636,0.308328737,0.731936018,0.227523442,0.370656371,2.081081081,0.348869277,0.421676779,0.339492554,0.740485383,0.624931054,0.374517375,0.514892443,0.444015444,0.337286266,0.407060121,0.246001103,0.168802698,0.796795953,0.196458685,0.97841484,0.29005059,0.603878583,0.839460371,0.103878583,0.191568297,0.178246206,0.103541315,0.133726813,0.131028668,0.142158516,0.143001686,0.181112985,0.112816189,0.372849916,0.239966273,1.142664418,2.017369309,0.160876897,1.103035413,0.636593592,0.193591906,NA,NA,0.103541315,0.10455312,0.358853288,NA,NA,NA,1.413659359,Control
50810F_8,0.409276944,0.545702592,0.309686221,2.232469304,3.765893588,0.275579809,0.18526603,3.862755798,0.25047749,1.526875853,0.632742156,0.334515689,0.303410641,0.351159618,0.784720327,0.670668486,1.546248295,1.313506139,0.456207367,0.664120055,0.473124147,0.467667121,0.196452933,0.93888131,2.448294679,1.077489768,0.284583902,0.308049113,0.711869031,0.222100955,0.367803547,2.064120055,0.351432469,0.392087312,0.32633015,0.735061392,0.622100955,0.365075034,0.530695771,0.443110505,0.340518417,0.384174625,0.236016371,0.183108463,0.865954091,0.204836166,1.041352725,0.310846329,0.621692658,0.83301209,0.10793762,0.195899772,0.178903101,0.111617312,0.139477834,0.147362888,0.150867356,0.14438409,0.187839495,0.108638514,0.386718066,0.238479061,1.217802698,2.102155248,0.153846154,1.188890836,0.680918171,0.193446644,NA,NA,0.111617312,0.114420887,0.371123182,NA,NA,NA,1.527948134,Control
50810F_9,0.446604677,0.555649479,0.336996337,2.267962806,3.794308256,0.282614821,0.199492815,3.978303748,0.263736264,1.509721048,0.645533953,0.334742181,0.313045928,0.338405185,0.82107636,0.71682164,1.574528036,1.370808679,0.476754015,0.695688926,0.489151874,0.463792618,0.199774584,0.969568893,2.480135249,1.088475627,0.285432516,0.306001691,0.732882502,0.233868695,0.376725838,2.149901381,0.357001972,0.424063116,0.346012961,0.782755706,0.663848972,0.382924768,0.539588617,0.466046774,0.332206255,0.383770076,0.234432234,0.172089041,0.835616438,0.205136986,0.957876712,0.316438356,0.605136986,0.77380137,0.099315068,0.181849315,0.17380137,0.108390411,0.147945205,0.12619863,0.144178082,0.136815068,0.189041096,0.102910959,0.425513699,0.255821918,1.232876712,2.106678082,0.163356164,1.111986301,0.667636986,0.165582192,NA,NA,0.108390411,0.10119863,0.360958904,NA,NA,NA,1.433219178,Control
50810F_10,0.413499112,0.545293073,0.329662522,2.240142096,3.707992895,0.306927176,0.258259325,3.818117229,0.284547069,1.625577265,0.597158082,0.346358792,0.336412078,0.359147425,0.773357016,0.735346359,0.337477798,1.13357016,0.512255773,0.637300178,0.556660746,0.514031972,0.246891652,0.952042629,2.313321492,1.048312611,0.307282416,0.336056838,0.222024867,0.255417407,0.48348135,1.804262877,0.451154529,0.467850799,0.364120782,0.795381883,0.678507993,0.390053286,0.555595027,0.482060391,0.374422735,0.443694494,0.251154529,0.169660247,0.751136118,0.203419173,0.968837914,0.281540792,0.590564813,0.806102575,0.093702662,0.206448821,0.174637524,0.094784679,0.135035707,0.11793984,0.139580177,0.17117507,0.183726466,0.093702662,0.393637741,0.267258169,1.157541658,1.969919931,0.191949794,1.197576282,0.639904783,0.206448821,NA,NA,0.094784679,0.134819303,0.353386713,NA,NA,NA,1.428478684,Control
50810F_11,0.393096515,0.506367292,0.303954424,2.169235925,3.417560322,0.292225201,0.20810992,3.700737265,0.269101877,1.478217158,0.559316354,0.329088472,0.297922252,0.349865952,0.742627346,0.693364611,0.301608579,1.184316354,0.477546917,0.608914209,0.452412869,0.439008043,0.231233244,0.899798928,2.217493298,1.024798928,0.28116622,0.284852547,0.210455764,0.237935657,0.529490617,1.747654155,0.443364611,0.415884718,0.3230563,0.741286863,0.648458445,0.374664879,0.521447721,0.464142091,0.335455764,0.404155496,0.27077748,0.16761488,0.79868709,0.214004376,0.971334792,0.287964989,0.577899344,0.783150985,0.1,0.20809628,0.164551422,0.100875274,0.1297593,0.12166302,0.144201313,0.148796499,0.198468271,0.104814004,0.434135667,0.26761488,1.190153173,2.024070022,0.164551422,1.196280088,0.663676149,0.213129103,NA,NA,0.100875274,0.119256018,0.385776805,NA,NA,NA,1.43107221,Control
50810F_12,0.390873016,0.512566138,0.296296296,2.112433862,3.481481481,0.284722222,0.198743386,3.588624339,0.266865079,1.470238095,0.538359788,0.308201058,0.340939153,0.387566138,0.765542328,0.595899471,0.314484127,1.166666667,0.459656085,0.618716931,0.455687831,0.445436508,0.209986772,0.860449735,2.138227513,0.151124339,0.279431217,0.316137566,0.198743386,0.240740741,0.493386243,1.672619048,0.401455026,0.422949735,0.349537037,0.74239418,0.634259259,0.346230159,0.550925926,0.447751323,0.367724868,0.390542328,0.254960317,0.16612519,0.800303227,0.205977908,0.947368421,0.282651072,0.595841455,0.727095517,0.089885207,0.198180637,0.164609053,0.10569634,0.141217241,0.121724063,0.146848603,0.150530648,0.170890188,0.089452025,0.454624215,0.261425168,1.200129955,2.021875677,0.180203595,1.18128655,0.677063028,0.180420186,NA,NA,0.10569634,0.096599524,0.363439463,NA,NA,NA,1.367338098,Control
50810F_13,0.350443844,0.456194519,0.356233115,1.959475106,2.934774218,0.290621382,0.192589734,3.19143188,0.255885758,1.640679274,0.504052489,0.333847935,0.294866847,0.338865303,0.686607487,0.564260903,1.305673485,0.966036279,0.48745658,0.578155152,0.535700502,0.489772289,0.244307217,0.860671555,1.885372443,0.895021227,0.312234658,0.27325357,0.642994983,0.250096488,0.452720957,1.61134697,0.415283674,0.431493632,0.395986106,0.766885372,0.70436125,0.36626785,0.575839444,0.438826708,0.357005017,0.397529911,0.252412196,0.154053246,0.795393359,0.243493868,1.020640144,0.23781035,0.586598863,0.739156446,0.0975172,0.233622495,0.152557583,0.108884236,0.122644331,0.128327849,0.154352378,0.178282979,0.14029315,0.093030212,0.514507927,0.296141191,1.218067604,2.04038289,0.19862399,1.33413102,0.716123243,0.232126832,NA,NA,0.108884236,0.146874065,0.489380796,NA,NA,NA,1.421178582,Control
50810F_14,0.399414471,0.496445002,0.368883312,2.116687578,2.801756587,0.314094521,0.230029276,3.525721455,0.291091593,1.643245504,0.563780845,0.35131744,0.30154747,0.356754496,0.78460895,0.606022585,1.43161857,1.181514011,0.526139691,0.64868256,0.495190297,0.531994981,0.26265161,0.989962359,2.03973233,0.973651192,0.296528649,0.287327478,0.700543706,0.281472187,0.519866165,1.794646591,0.429945629,0.461731493,0.447093266,0.819740694,0.73818486,0.39272271,0.590129653,0.458385613,0.407779172,0.43496445,0.25846926,0.168748096,0.832165702,0.222966799,1.069144076,0.293329272,0.625951873,0.726165093,0.093816631,0.221748401,0.146512336,0.104477612,0.140115748,0.117879988,0.140115748,0.139201949,0.174840085,0.107828206,0.491623515,0.299421261,1.23880597,2.052086506,0.21657021,1.246116357,0.723728297,0.224489796,NA,NA,0.104477612,0.146512336,0.50563509,NA,NA,NA,1.47791654,Control
50810F_15,0.347809668,0.46978852,0.344410876,1.916918429,2.724697885,0.311178248,0.197129909,3.182779456,0.274924471,1.486782477,0.477719033,0.313821752,0.224320242,0.344033233,0.70694864,0.561555891,1.21978852,1.061178248,0.454305136,0.564954683,0.452416918,0.509441088,0.228851964,0.825528701,1.880664653,0.871223565,0.273036254,0.250755287,0.63897281,0.264350453,0.447129909,1.54305136,0.365181269,0.46336858,0.372356495,0.752643505,0.671072508,0.342522659,0.519259819,0.432024169,0.340634441,0.369712991,0.248867069,0.149476831,0.864275037,0.22690583,1.004484305,0.291180867,0.632286996,1.3754858,0.11180867,0.199701046,0.142301943,0.118983558,0.126756353,0.126158445,0.153363229,0.150373692,0.168011958,0.092077728,0.501943199,0.298355755,1.240059791,2.086098655,0.211958146,1.30284006,0.736621824,0.206875934,NA,NA,0.118983558,0.161434978,0.492376682,NA,NA,NA,1.453512706,Control
18899_1,0.506199732,0.696045576,0.316018767,2.204591153,4.154323056,0.254859249,0.180294906,2.55747319,0.19269437,1.644772118,0.776977212,0.333612601,0.304289544,0.299262735,0.816521448,0.790884718,1.642091153,1.316186327,0.388069705,0.697050938,0.434148794,0.362097855,0.172419571,1.179121984,3.426441019,1.09886059,0.24497319,0.288706434,0.725703753,0.158847185,0.438002681,2.066018767,0.340650134,0.457104558,0.349865952,0.70827748,0.709617962,0.384383378,0.560824397,0.445542895,0.324061662,0.493130027,0.157004021,0.191481342,1.015548436,0.166792311,1.371937429,0.308707124,0.65812288,1.677440633,0.222766679,0.17414248,0.198737279,0.122125895,0.156332454,0.168111572,0.222860912,0.152563136,0.169619299,0.108556351,0.466924237,0.294477949,1.38955899,2.040425933,0.144459103,1.284771956,0.666509612,0.195062194,0.153505466,0.131172258,0.122125895,NA,0.397663023,0.155484357,NA,0.187052394,1.357802488,Ts65Dn
18899_2,0.523760331,0.746212121,0.324896694,2.285640496,4.32231405,0.268767218,0.194387052,2.648243802,0.198863636,1.684917355,0.829201102,0.351411846,0.316460055,0.284607438,0.855716253,0.860020661,1.730199725,1.442837466,0.425964187,0.746212121,0.440082645,0.37964876,0.172176309,1.262913223,3.469180441,1.145833333,0.255509642,0.309400826,0.776859504,0.165289256,0.460399449,2.222623967,0.376893939,0.489325069,0.37362259,0.742252066,0.79149449,0.40530303,0.635158402,0.468319559,0.351928375,0.521866391,0.167183196,0.19286385,1.053333333,0.175962441,1.360375587,0.307230047,0.64084507,1.721220657,0.21286385,0.183098592,0.202159624,0.12084507,0.145070423,0.168169014,0.228262911,0.141971831,0.16713615,0.107981221,0.453615023,0.311455399,1.427981221,2.037746479,0.165070423,1.204413146,0.675868545,0.204600939,0.153802817,0.140375587,0.12084507,NA,0.388920188,0.164507042,NA,0.182910798,1.32741784,Ts65Dn
18899_3,0.51861167,0.73323273,0.356136821,2.330147552,4.631455399,0.272468142,0.186284373,2.6240778,0.192655936,1.80952381,0.792421194,0.356136821,0.312206573,0.275150905,0.857142857,0.868209256,1.730046948,1.492622401,0.432763246,0.768276325,0.463112005,0.371730382,0.180080483,1.262072435,3.542756539,1.133802817,0.261401744,0.310529846,0.743628437,0.161971831,0.461435278,2.20472837,0.355633803,0.483903421,0.369550637,0.79091214,0.854627767,0.455902079,0.600603622,0.490442656,0.370053655,0.547283702,0.176391683,0.190541529,1.084339554,0.181668496,1.377058178,0.314306623,0.572996707,1.669959751,0.200146359,0.199871936,0.207647274,0.124679839,0.146816685,0.169685327,0.209751189,0.129893889,0.162458836,0.122392975,0.465605562,0.309549945,1.370929382,2.041986828,0.161635565,1.215697036,0.644163922,0.210940359,0.15633004,0.142242956,0.124679839,NA,0.387211855,0.156970362,NA,0.179930479,1.267105745,Ts65Dn
18899_4,0.436986301,0.626614481,0.295107632,2.008023483,3.605088063,0.258317025,0.183561644,2.6481409,0.194520548,1.440900196,0.626223092,0.319765166,0.290998043,0.267318982,0.725831703,0.695107632,1.494324853,1.20332681,0.403131115,0.645988258,0.401369863,0.366340509,0.178277886,1.040117417,2.820547945,1.017808219,0.245009785,0.27221135,0.696086106,0.170645793,0.402935421,1.903913894,0.310567515,0.42035225,0.33776908,0.666731898,0.646771037,0.348336595,0.555968689,0.41409002,0.310567515,0.469471624,0.20332681,0.181965983,0.942846423,0.170835418,1.372811406,0.30927964,0.633441721,1.392821411,0.213231616,0.176588294,0.18821911,0.124812406,0.154702351,0.164457229,0.21835918,0.175587794,0.164082041,0.104177089,0.478864432,0.319034517,1.41008004,2.068284142,0.162081041,1.262381191,0.66995998,0.198849425,0.178964482,0.142446223,0.124812406,NA,0.428589295,0.187593797,NA,0.233241621,1.329914957,Ts65Dn
18899_5,0.505599336,0.719825798,0.314599751,2.194110328,3.908544173,0.281833264,0.200539195,2.80423061,0.210700954,1.596433015,0.664039818,0.359394442,0.312525923,0.296557445,0.808793032,0.787432601,1.591455827,1.360846122,0.431771049,0.720862713,0.436540854,0.395064289,0.1847781,1.128992119,3.119867275,1.094773953,0.261924513,0.300082953,0.727084197,0.168187474,0.428660307,2.043550394,0.347366238,0.438822066,0.351306512,0.725010369,0.732061385,0.378058897,0.586686022,0.453961012,0.340729988,0.51244297,0.22065533,0.184074074,1.031234568,0.173209877,1.35037037,0.310246914,0.61691358,1.409259259,0.201728395,0.200617284,0.195925926,0.117407407,0.142098765,0.16617284,0.206419753,0.145185185,0.166296296,0.103950617,0.487654321,0.332962963,1.396049383,2.067654321,0.176296296,1.268765432,0.659012346,0.224074074,0.182839506,0.161851852,0.117407407,NA,0.416419753,0.182469136,NA,0.231234568,1.297777778,Ts65Dn
18899_6,0.474593292,0.702149026,0.326169914,2.174733882,3.998393252,0.276762402,0.198634264,2.705965053,0.198835107,1.695119502,0.677043583,0.371158867,0.318939546,0.301466158,0.827274553,0.78630247,1.614380398,1.392649126,0.445270135,0.730467965,0.428600121,0.388833099,0.190399679,1.141193011,3.09861418,1.055834505,0.258686483,0.31291424,0.707370958,0.172524603,0.440851577,2.003213497,0.355091384,0.466961237,0.374573207,0.762803776,0.842538662,0.401887929,0.605944969,0.487246435,0.356898976,0.529624423,0.229162482,0.177732745,1.030516152,0.169626892,1.378710216,0.316128263,0.550601979,1.381690309,0.196686137,0.198235785,0.203361545,0.123137442,0.15866015,0.168792466,0.19775897,0.137084277,0.146739778,0.110859459,0.477530099,0.326856598,1.342829896,1.997377518,0.167600429,1.144474908,0.648349028,0.206222434,0.18750745,0.149719871,0.123137442,NA,0.404696627,0.176898319,NA,0.215877935,1.228155918,Ts65Dn
18899_7,0.395155545,0.561861791,0.270482071,1.912609831,3.281168369,0.269057231,0.192828307,2.494656851,0.199477559,1.356922346,0.554500119,0.332225125,0.290429827,0.2906673,0.700546189,0.661363097,1.393255759,1.095226787,0.415340774,0.600332463,0.461410591,0.389456186,0.211351223,0.977677511,2.601044882,0.962241748,0.24151033,0.278793636,0.665875089,0.180242223,0.377819995,1.800284968,0.319639041,0.423652339,0.352647827,0.669199715,0.64426502,0.348610781,0.527903111,0.376870102,0.308240323,0.445499881,0.220375208,0.16892725,0.920006165,0.170468557,1.430487053,0.30702836,0.615135635,1.251387176,0.200832306,0.181103576,0.186035758,0.122996301,0.1601418,0.165228113,0.217324291,0.150277435,0.178945746,0.10095561,0.489673243,0.341399507,1.347718866,2.034833539,0.176787916,1.246609125,0.662453761,0.199445129,0.216399507,0.184648582,0.122996301,NA,0.46054254,0.216399507,NA,0.283292232,1.327527744,Ts65Dn
18899_8,0.404483431,0.591861598,0.26754386,2.019249513,3.473196881,0.276803119,0.210526316,2.563840156,0.205653021,1.511939571,0.596491228,0.348684211,0.298489279,0.295321637,0.745614035,0.712231969,1.485623782,1.245126706,0.427631579,0.626949318,0.428118908,0.410575049,0.190545809,1.013888889,2.736354776,0.992933723,0.257066277,0.302387914,0.688109162,0.181773879,0.386695906,1.87962963,0.346978558,0.42714425,0.350146199,0.72002924,0.752680312,0.369152047,0.553606238,0.413011696,0.333089669,0.473684211,0.242446394,0.173484622,0.921767692,0.169901463,1.372648552,0.326366079,0.58241266,1.156016721,0.19737235,0.207375336,0.184532696,0.129740221,0.162137952,0.161690057,0.196775157,0.145117946,0.149149,0.096894595,0.469393849,0.357569424,1.341893102,1.991489997,0.1842341,1.269782024,0.650343386,0.217676918,0.200358316,0.177814273,0.129740221,NA,0.454165423,0.20438937,NA,0.264407286,1.31054046,Ts65Dn
18899_9,0.40806529,0.607777244,0.308209313,2.096975516,3.567930869,0.293807009,0.20787326,2.599855977,0.201632261,1.585693711,0.581613058,0.353816611,0.313490158,0.303888622,0.801008161,0.734517523,1.524483917,1.290206433,0.454152664,0.656265002,0.429428709,0.407345175,0.183869419,1.01656265,2.79212674,0.984637542,0.260921747,0.315650504,0.692990879,0.179308689,0.418867019,1.903504561,0.351896303,0.449831973,0.369179069,0.740278445,0.858617379,0.390542487,0.586893903,0.44431109,0.352136342,0.514402304,0.266682669,0.171415717,1.039892022,0.176064787,1.430713857,0.315686863,0.533893221,1.324085183,0.197210558,0.226904619,0.213857229,0.121625675,0.166766647,0.167216557,0.193611278,0.151919616,0.147870426,0.106328734,0.49925015,0.348530294,1.350329934,2.016646671,0.186112777,1.234703059,0.654319136,0.232003599,0.208758248,0.182963407,0.121625675,NA,0.462207558,0.202159568,NA,0.269946011,1.275344931,Ts65Dn
18899_10,0.367553866,0.519011407,0.267427123,1.878010139,2.773764259,0.275665399,0.164765526,2.420468948,0.205956907,1.367237009,0.494930292,0.293726236,0.271546261,0.329214195,0.675855513,0.594740177,1.382129278,1.106463878,0.374524715,0.578580482,0.391318124,0.368821293,0.171419518,0.854562738,2.367237009,0.944233207,0.235741445,0.285804816,0.649239544,0.201204056,0.364385298,1.628010139,0.311153359,0.400823828,0.316856781,0.682826362,0.700887199,0.313054499,0.506337136,0.414765526,0.290557668,0.378326996,0.249683143,0.167463121,0.830251402,0.172657386,1.303760648,0.311863702,0.624766258,1.20735508,0.193642219,0.186993559,0.188447953,0.114897154,0.145023894,0.134427592,0.194473301,0.137959692,0.124454602,0.102638687,0.52524413,0.310824849,1.319551215,2.100976522,0.164346561,1.42156659,0.851859547,0.285476834,0.189071265,0.167463121,0.114897154,NA,0.389362144,0.209640557,NA,0.275503844,1.377103678,Ts65Dn
18899_11,0.368455285,0.550894309,0.276097561,1.929105691,2.89300813,0.28097561,0.153821138,2.504390244,0.217235772,1.412682927,0.49203252,0.324227642,0.275447154,0.304390244,0.704390244,0.623089431,1.422439024,1.18504065,0.378536585,0.584065041,0.367479675,0.41495935,0.166504065,0.893658537,2.452682927,0.948943089,0.240650407,0.257886179,0.679349593,0.209105691,0.422764228,1.667317073,0.353821138,0.435447154,0.353495935,0.731056911,0.714146341,0.336260163,0.552195122,0.40097561,0.300487805,0.391544715,0.265365854,0.179170159,0.814543168,0.222967309,1.342414082,0.308466052,0.632648785,1.222967309,0.198449288,0.195305951,0.191114837,0.115674769,0.152975692,0.134115675,0.190905281,0.155699916,0.129295893,0.10729254,0.526194468,0.33319363,1.263202012,2.135792121,0.19928751,1.397317687,0.793378039,0.27116513,0.19341995,0.18650461,0.115674769,NA,0.397527242,0.221081308,NA,0.287720034,1.351215423,Ts65Dn
