"","ID","Sample","Assay","SampleName","Type","rConc","AssayName","Value","Quality","Call","Threshold","Plate"
"1927","S152-A07","S152","A07","9900039276","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"1928","S152-A08","S152","A08","9900039276","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"1929","S152-A09","S152","A09","9900039276","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"1930","S152-A10","S152","A10","9900039276","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"1931","S152-A11","S152","A11","9900039276","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"1932","S152-A12","S152","A12","9900039276","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"1933","S152-A13","S152","A13","9900039276","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"1934","S152-A14","S152","A14","9900039276","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"1935","S152-A15","S152","A15","9900039276","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"1936","S152-A16","S152","A16","9900039276","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"1937","S152-A17","S152","A17","9900039276","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"1938","S152-A18","S152","A18","9900039276","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"1939","S152-A19","S152","A19","9900039276","Unknown",1,"RP",7.55423807701364,0.938802367770571,"Pass",0.033418851518901,"Plate2"
"1940","S152-A20","S152","A20","9900039276","Unknown",1,"RP",7.40347686870869,0.913721484879783,"Pass",0.033418851518901,"Plate2"
"1941","S152-A21","S152","A21","9900039276","Unknown",1,"RP",7.50208945508926,0.926067230423719,"Pass",0.033418851518901,"Plate2"
"1942","S152-A22","S152","A22","9900039276","Unknown",1,"RP",7.49641447724751,0.932158989372498,"Pass",0.033418851518901,"Plate2"
"1943","S152-A23","S152","A23","9900039276","Unknown",1,"RP",7.308376375075,0.89871049166671,"Pass",0.033418851518901,"Plate2"
"1944","S152-A24","S152","A24","9900039276","Unknown",1,"RP",7.38780558518861,0.915177517872046,"Pass",0.033418851518901,"Plate2"
"1945","S153-A01","S153","A01","9900039174","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"1946","S153-A02","S153","A02","9900039174","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"1947","S153-A03","S153","A03","9900039174","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"1948","S153-A04","S153","A04","9900039174","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"1949","S153-A05","S153","A05","9900039174","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"1950","S153-A06","S153","A06","9900039174","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"1951","S153-A07","S153","A07","9900039174","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"1952","S153-A08","S153","A08","9900039174","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"1953","S153-A09","S153","A09","9900039174","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"1954","S153-A10","S153","A10","9900039174","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"1955","S153-A11","S153","A11","9900039174","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"1956","S153-A12","S153","A12","9900039174","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"1957","S153-A13","S153","A13","9900039174","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"1958","S153-A14","S153","A14","9900039174","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"1959","S153-A15","S153","A15","9900039174","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"1960","S153-A16","S153","A16","9900039174","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"1961","S153-A17","S153","A17","9900039174","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"1962","S153-A18","S153","A18","9900039174","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"1963","S153-A19","S153","A19","9900039174","Unknown",1,"RP",10.844402264136,0.952329936398989,"Pass",0.033418851518901,"Plate2"
"1964","S153-A20","S153","A20","9900039174","Unknown",1,"RP",10.739808270493,0.930999076347597,"Pass",0.033418851518901,"Plate2"
"1965","S153-A21","S153","A21","9900039174","Unknown",1,"RP",10.8327199544036,0.95197960209781,"Pass",0.033418851518901,"Plate2"
"1966","S153-A22","S153","A22","9900039174","Unknown",1,"RP",10.7892779177667,0.949536470207187,"Pass",0.033418851518901,"Plate2"
"1967","S153-A23","S153","A23","9900039174","Unknown",1,"RP",10.6653934407659,0.928245706510921,"Pass",0.033418851518901,"Plate2"
"1968","S153-A24","S153","A24","9900039174","Unknown",1,"RP",10.7777831410346,0.945585805050249,"Pass",0.033418851518901,"Plate2"
"1969","S154-A01","S154","A01","9900039279","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"1970","S154-A02","S154","A02","9900039279","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"1971","S154-A03","S154","A03","9900039279","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"1972","S154-A04","S154","A04","9900039279","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"1973","S154-A05","S154","A05","9900039279","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"1974","S154-A06","S154","A06","9900039279","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"1975","S154-A07","S154","A07","9900039279","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"1976","S154-A08","S154","A08","9900039279","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"1977","S154-A09","S154","A09","9900039279","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"1978","S154-A10","S154","A10","9900039279","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"1979","S154-A11","S154","A11","9900039279","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"1980","S154-A12","S154","A12","9900039279","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"1981","S154-A13","S154","A13","9900039279","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"1982","S154-A14","S154","A14","9900039279","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"1983","S154-A15","S154","A15","9900039279","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"1984","S154-A16","S154","A16","9900039279","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"1985","S154-A17","S154","A17","9900039279","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"1986","S154-A18","S154","A18","9900039279","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"1987","S154-A19","S154","A19","9900039279","Unknown",1,"RP",9.15424660340208,0.876037304657673,"Pass",0.033418851518901,"Plate2"
"1988","S154-A20","S154","A20","9900039279","Unknown",1,"RP",9.07713391235735,0.861877806172896,"Pass",0.033418851518901,"Plate2"
"1989","S154-A21","S154","A21","9900039279","Unknown",1,"RP",9.1683309125484,0.877421646949435,"Pass",0.033418851518901,"Plate2"
"1990","S154-A22","S154","A22","9900039279","Unknown",1,"RP",9.12474090369836,0.876050974375503,"Pass",0.033418851518901,"Plate2"
"1991","S154-A23","S154","A23","9900039279","Unknown",1,"RP",9.02829136528385,0.85849600401991,"Pass",0.033418851518901,"Plate2"
"1992","S154-A24","S154","A24","9900039279","Unknown",1,"RP",9.09135185765127,0.869933744131324,"Pass",0.033418851518901,"Plate2"
"1993","S155-A01","S155","A01","9900039384","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"1994","S155-A02","S155","A02","9900039384","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"1995","S155-A03","S155","A03","9900039384","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"1996","S155-A04","S155","A04","9900039384","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"1997","S155-A05","S155","A05","9900039384","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"1998","S155-A06","S155","A06","9900039384","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"1999","S155-A07","S155","A07","9900039384","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"2000","S155-A08","S155","A08","9900039384","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"2001","S155-A09","S155","A09","9900039384","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"2002","S155-A10","S155","A10","9900039384","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"2003","S155-A11","S155","A11","9900039384","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"2004","S155-A12","S155","A12","9900039384","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"2005","S155-A13","S155","A13","9900039384","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"2006","S155-A14","S155","A14","9900039384","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"2007","S155-A15","S155","A15","9900039384","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"2008","S155-A16","S155","A16","9900039384","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"2009","S155-A17","S155","A17","9900039384","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"2010","S155-A18","S155","A18","9900039384","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"2011","S155-A19","S155","A19","9900039384","Unknown",1,"RP",9.70961932659499,0.963981075660244,"Pass",0.033418851518901,"Plate2"
"2012","S155-A20","S155","A20","9900039384","Unknown",1,"RP",9.6349943023166,0.951416599878395,"Pass",0.033418851518901,"Plate2"
"2013","S155-A21","S155","A21","9900039384","Unknown",1,"RP",9.7229348142146,0.962227724392023,"Pass",0.033418851518901,"Plate2"
"2014","S155-A22","S155","A22","9900039384","Unknown",1,"RP",9.65373228194765,0.954931951260216,"Pass",0.033418851518901,"Plate2"
"2015","S155-A23","S155","A23","9900039384","Unknown",1,"RP",9.6381086189553,0.956850004761375,"Pass",0.033418851518901,"Plate2"
"2016","S155-A24","S155","A24","9900039384","Unknown",1,"RP",9.64584651700444,0.959204888378914,"Pass",0.033418851518901,"Plate2"
"2017","S156-A01","S156","A01","9900039349","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"2018","S156-A02","S156","A02","9900039349","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"2019","S156-A03","S156","A03","9900039349","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"2020","S156-A04","S156","A04","9900039349","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"2021","S156-A05","S156","A05","9900039349","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"2022","S156-A06","S156","A06","9900039349","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"2023","S156-A07","S156","A07","9900039349","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"2024","S156-A08","S156","A08","9900039349","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"2025","S156-A09","S156","A09","9900039349","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"2026","S156-A10","S156","A10","9900039349","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"2027","S156-A11","S156","A11","9900039349","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"2028","S156-A12","S156","A12","9900039349","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"2029","S156-A13","S156","A13","9900039349","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"2030","S156-A14","S156","A14","9900039349","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"2031","S156-A15","S156","A15","9900039349","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"2032","S156-A16","S156","A16","9900039349","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"2033","S156-A17","S156","A17","9900039349","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"2034","S156-A18","S156","A18","9900039349","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"2035","S156-A19","S156","A19","9900039349","Unknown",1,"RP",10.3058409375317,0.890290839348705,"Pass",0.033418851518901,"Plate2"
"2036","S156-A20","S156","A20","9900039349","Unknown",1,"RP",10.1637349504754,0.870185208981834,"Pass",0.033418851518901,"Plate2"
"2037","S156-A21","S156","A21","9900039349","Unknown",1,"RP",10.2928122339282,0.892424827779412,"Pass",0.033418851518901,"Plate2"
"2038","S156-A22","S156","A22","9900039349","Unknown",1,"RP",10.2418388097701,0.892781786198904,"Pass",0.033418851518901,"Plate2"
"2039","S156-A23","S156","A23","9900039349","Unknown",1,"RP",10.1049362792512,0.864061857024336,"Pass",0.033418851518901,"Plate2"
"2040","S156-A24","S156","A24","9900039349","Unknown",1,"RP",10.2168484665269,0.884022207949496,"Pass",0.033418851518901,"Plate2"
"2041","S163-A01","S163","A01","9900039277","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"2042","S163-A02","S163","A02","9900039277","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"2043","S163-A03","S163","A03","9900039277","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"2044","S163-A04","S163","A04","9900039277","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"2045","S163-A05","S163","A05","9900039277","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"2046","S163-A06","S163","A06","9900039277","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"2047","S163-A07","S163","A07","9900039277","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"2048","S163-A08","S163","A08","9900039277","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"2049","S163-A09","S163","A09","9900039277","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"2050","S163-A10","S163","A10","9900039277","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"2051","S163-A11","S163","A11","9900039277","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"2052","S163-A12","S163","A12","9900039277","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"2053","S163-A13","S163","A13","9900039277","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"2054","S163-A14","S163","A14","9900039277","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"2055","S163-A15","S163","A15","9900039277","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"2056","S163-A16","S163","A16","9900039277","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"2057","S163-A17","S163","A17","9900039277","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"2058","S163-A18","S163","A18","9900039277","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"2059","S163-A19","S163","A19","9900039277","Unknown",1,"RP",12.4910435267132,0.950239200103944,"Pass",0.033418851518901,"Plate2"
"2060","S163-A20","S163","A20","9900039277","Unknown",1,"RP",12.2597973460405,0.915749319246203,"Pass",0.033418851518901,"Plate2"
"2061","S163-A21","S163","A21","9900039277","Unknown",1,"RP",12.4217757709113,0.933566540801471,"Pass",0.033418851518901,"Plate2"
"2062","S163-A22","S163","A22","9900039277","Unknown",1,"RP",12.3762987588401,0.93441689092159,"Pass",0.033418851518901,"Plate2"
"2063","S163-A23","S163","A23","9900039277","Unknown",1,"RP",12.1797984540107,0.90650785649649,"Pass",0.033418851518901,"Plate2"
"2064","S163-A24","S163","A24","9900039277","Unknown",1,"RP",12.3455317794119,0.930222237522555,"Pass",0.033418851518901,"Plate2"
"2065","S164-A01","S164","A01","9900039100","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"2066","S164-A02","S164","A02","9900039100","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"2067","S164-A03","S164","A03","9900039100","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"2068","S164-A04","S164","A04","9900039100","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"2069","S164-A05","S164","A05","9900039100","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"2070","S164-A06","S164","A06","9900039100","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"2071","S164-A07","S164","A07","9900039100","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"2072","S164-A08","S164","A08","9900039100","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"2073","S164-A09","S164","A09","9900039100","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"2074","S164-A10","S164","A10","9900039100","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"2075","S164-A11","S164","A11","9900039100","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"2076","S164-A12","S164","A12","9900039100","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"2077","S164-A13","S164","A13","9900039100","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"2078","S164-A14","S164","A14","9900039100","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"2079","S164-A15","S164","A15","9900039100","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"2080","S164-A16","S164","A16","9900039100","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"2081","S164-A17","S164","A17","9900039100","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"2082","S164-A18","S164","A18","9900039100","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"2083","S164-A19","S164","A19","9900039100","Unknown",1,"RP",10.8612204639412,0.979783505029542,"Pass",0.033418851518901,"Plate2"
"2084","S164-A20","S164","A20","9900039100","Unknown",1,"RP",10.7121406161356,0.959573174924383,"Pass",0.033418851518901,"Plate2"
"2085","S164-A21","S164","A21","9900039100","Unknown",1,"RP",10.8795415571598,0.982618096800855,"Pass",0.033418851518901,"Plate2"
"2086","S164-A22","S164","A22","9900039100","Unknown",1,"RP",10.8427183850694,0.981073162682338,"Pass",0.033418851518901,"Plate2"
"2087","S164-A23","S164","A23","9900039100","Unknown",1,"RP",10.6766379548392,0.965120869250843,"Pass",0.033418851518901,"Plate2"
"2088","S164-A24","S164","A24","9900039100","Unknown",1,"RP",10.8052389925597,0.975188254474875,"Pass",0.033418851518901,"Plate2"
"2089","S165-A01","S165","A01","9900039325","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"2090","S165-A02","S165","A02","9900039325","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"2091","S165-A03","S165","A03","9900039325","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"2092","S165-A04","S165","A04","9900039325","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"2093","S165-A05","S165","A05","9900039325","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"2094","S165-A06","S165","A06","9900039325","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"2095","S165-A07","S165","A07","9900039325","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"2096","S165-A08","S165","A08","9900039325","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"2097","S165-A09","S165","A09","9900039325","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"2098","S165-A10","S165","A10","9900039325","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"2099","S165-A11","S165","A11","9900039325","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"2100","S165-A12","S165","A12","9900039325","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"2101","S165-A13","S165","A13","9900039325","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"2102","S165-A14","S165","A14","9900039325","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"2103","S165-A15","S165","A15","9900039325","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"2104","S165-A16","S165","A16","9900039325","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"2105","S165-A17","S165","A17","9900039325","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"2106","S165-A18","S165","A18","9900039325","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"2107","S165-A19","S165","A19","9900039325","Unknown",1,"RP",11.2633861680633,0.926732494805836,"Pass",0.033418851518901,"Plate2"
"2108","S165-A20","S165","A20","9900039325","Unknown",1,"RP",11.2420536236135,0.918530326126507,"Pass",0.033418851518901,"Plate2"
"2109","S165-A21","S165","A21","9900039325","Unknown",1,"RP",11.2394745577465,0.917178980312919,"Pass",0.033418851518901,"Plate2"
"2110","S165-A22","S165","A22","9900039325","Unknown",1,"RP",11.2288050417292,0.923435086852528,"Pass",0.033418851518901,"Plate2"
"2111","S165-A23","S165","A23","9900039325","Unknown",1,"RP",11.256662243594,0.920122712036115,"Pass",0.033418851518901,"Plate2"
"2112","S165-A24","S165","A24","9900039325","Unknown",1,"RP",11.2139956414679,0.92261167031028,"Pass",0.033418851518901,"Plate2"
"2113","S166-A01","S166","A01","9900039304","Unknown",1,"N1",21.8822457171821,1,"Pass",0.033418851518901,"Plate2"
"2114","S166-A02","S166","A02","9900039304","Unknown",1,"N1",21.5471395676342,0.967693046544437,"Pass",0.033418851518901,"Plate2"
"2115","S166-A03","S166","A03","9900039304","Unknown",1,"N1",22.2863520876869,0.941797453034918,"Pass",0.033418851518901,"Plate2"
"2116","S166-A04","S166","A04","9900039304","Unknown",1,"N1",21.7205024495734,1,"Pass",0.033418851518901,"Plate2"
"2117","S166-A05","S166","A05","9900039304","Unknown",1,"N1",22.2643860860906,0.927065368743759,"Pass",0.033418851518901,"Plate2"
"2118","S166-A06","S166","A06","9900039304","Unknown",1,"N1",21.7774303242819,1,"Pass",0.033418851518901,"Plate2"
"2119","S166-A07","S166","A07","9900039304","Unknown",1,"N1",21.5071324383189,0.976675482756729,"Pass",0.033418851518901,"Plate2"
"2120","S166-A08","S166","A08","9900039304","Unknown",1,"N1",21.7043110225406,0.999323228618399,"Pass",0.033418851518901,"Plate2"
"2121","S166-A09","S166","A09","9900039304","Unknown",1,"N1",21.6877975511249,1,"Pass",0.033418851518901,"Plate2"
"2122","S166-A10","S166","A10","9900039304","Unknown",1,"N2",22.3488068276567,0.898168542089622,"Pass",0.033418851518901,"Plate2"
"2123","S166-A11","S166","A11","9900039304","Unknown",1,"N2",22.3262556307322,0.884303079904537,"Pass",0.033418851518901,"Plate2"
"2124","S166-A12","S166","A12","9900039304","Unknown",1,"N2",22.2185218541342,0.85339862017572,"Pass",0.033418851518901,"Plate2"
"2125","S166-A13","S166","A13","9900039304","Unknown",1,"N2",22.9628689625105,0.989830326185872,"Pass",0.033418851518901,"Plate2"
"2126","S166-A14","S166","A14","9900039304","Unknown",1,"N2",22.1076480586543,0.844631952719003,"Pass",0.033418851518901,"Plate2"
"2127","S166-A15","S166","A15","9900039304","Unknown",1,"N2",22.8110744810265,0.963576338806233,"Pass",0.033418851518901,"Plate2"
"2128","S166-A16","S166","A16","9900039304","Unknown",1,"N2",22.7392816402723,0.951679110596556,"Pass",0.033418851518901,"Plate2"
"2129","S166-A17","S166","A17","9900039304","Unknown",1,"N2",22.9566907663892,0.977077533146189,"Pass",0.033418851518901,"Plate2"
"2130","S166-A18","S166","A18","9900039304","Unknown",1,"N2",22.0226984090487,0.845983761521991,"Pass",0.033418851518901,"Plate2"
"2131","S166-A19","S166","A19","9900039304","Unknown",1,"RP",9.88612922520341,0.976587404787025,"Pass",0.033418851518901,"Plate2"
"2132","S166-A20","S166","A20","9900039304","Unknown",1,"RP",9.86024770972348,0.953873341473259,"Pass",0.033418851518901,"Plate2"
"2133","S166-A21","S166","A21","9900039304","Unknown",1,"RP",9.85263209398708,0.966014276316584,"Pass",0.033418851518901,"Plate2"
"2134","S166-A22","S166","A22","9900039304","Unknown",1,"RP",9.79752744920303,0.957281488702482,"Pass",0.033418851518901,"Plate2"
"2135","S166-A23","S166","A23","9900039304","Unknown",1,"RP",9.88438538905955,0.956968513388216,"Pass",0.033418851518901,"Plate2"
"2136","S166-A24","S166","A24","9900039304","Unknown",1,"RP",9.82271617658661,0.963744326255692,"Pass",0.033418851518901,"Plate2"
"2137","S167-A01","S167","A01","9900039286","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"2138","S167-A02","S167","A02","9900039286","Unknown",1,"N1",2.94081022863882,0,"Flag",0.033418851518901,"Plate2"
"2139","S167-A03","S167","A03","9900039286","Unknown",1,"N1",16.9599912849051,0.911487197758872,"Pass",0.033418851518901,"Plate2"
"2140","S167-A04","S167","A04","9900039286","Unknown",1,"N1",19.3054875278414,0.616372059558099,"Flag",0.033418851518901,"Plate2"
"2141","S167-A05","S167","A05","9900039286","Unknown",1,"N1",12.5,0.12,"Flag",0.033418851518901,"Plate2"
"2142","S167-A06","S167","A06","9900039286","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"2143","S167-A07","S167","A07","9900039286","Unknown",1,"N1",10.5,0.11,"Flag",0.033418851518901,"Plate2"
"2144","S167-A08","S167","A08","9900039286","Unknown",1,"N1",14.3313378152319,0.750447817998587,"Pass",0.033418851518901,"Plate2"
"2145","S167-A09","S167","A09","9900039286","Unknown",1,"N1",11.699405320556,0.929364242071087,"Pass",0.033418851518901,"Plate2"
"2146","S167-A10","S167","A10","9900039286","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"2147","S167-A11","S167","A11","9900039286","Unknown",1,"N2",16.4551642420267,0.705882352941177,"Pass",0.033418851518901,"Plate2"
"2148","S167-A12","S167","A12","9900039286","Unknown",1,"N2",22.5,0.0172606105300888,"Flag",0.033418851518901,"Plate2"
"2149","S167-A13","S167","A13","9900039286","Unknown",1,"N2",28.5,0.0972083309869741,"Flag",0.033418851518901,"Plate2"
"2150","S167-A14","S167","A14","9900039286","Unknown",1,"N2",17.5,0.525449154257472,"Flag",0.033418851518901,"Plate2"
"2151","S167-A15","S167","A15","9900039286","Unknown",1,"N2",6.45442018780001,0.616139453735295,"Flag",0.033418851518901,"Plate2"
"2152","S167-A16","S167","A16","9900039286","Unknown",1,"N2",15.043051022273,0.136813953742258,"Flag",0.033418851518901,"Plate2"
"2153","S167-A17","S167","A17","9900039286","Unknown",1,"N2",6.73142780570923,0.392151599174169,"Flag",0.033418851518901,"Plate2"
"2154","S167-A18","S167","A18","9900039286","Unknown",1,"N2",23.7902098809424,0.633374455371446,"Flag",0.033418851518901,"Plate2"
"2155","S167-A19","S167","A19","9900039286","Unknown",1,"RP",17.5,0.882352941176471,"Pass",0.033418851518901,"Plate2"
"2156","S167-A20","S167","A20","9900039286","Unknown",1,"RP",14.5,6.83741087638853e-05,"Flag",0.033418851518901,"Plate2"
"2157","S167-A21","S167","A21","9900039286","Unknown",1,"RP",17.4435742937138,0.705882352941177,"Pass",0.033418851518901,"Plate2"
